loan_id,cust_id,loan_purpose,loan_type,sanction_amount,loan_amount,processing_fee,gst,net_disbursement,loan_tenure_months,principal_outstanding,bank_balance_at_application,disbursal_date,installment_start_dt,default
L24954,C24954,Home,Secured,43964000,34515000,690300.0,6212700,27612000,47,5000000,5500910,2022-01-20,2022-02-14,False
L24955,C24955,Auto,Secured,1295000,962000,19240.0,173160,769600,14,514309,295534,2022-01-20,2022-02-04,False
L24956,C24956,Home,Secured,1433000,1215000,24300.0,218700,972000,42,169422,166128,2022-01-20,2022-02-09,False
L24957,C24957,Personal,Unsecured,3716000,3095000,61900.0,557100,2476000,11,1993940,1174022,2022-01-20,2022-02-15,False
L24958,C24958,Personal,Unsecured,249000,241000,4820.0,43380,192800,13,152214,81490,2022-01-20,2022-01-26,False
L24959,C24959,Education,Secured,7169000,6553000,131060.0,1179540,5242400,13,2014113,1023495,2022-01-20,2022-02-07,False
L24960,C24960,Personal,Unsecured,82000,72000,1440.0,12960,57600,18,51839,27149,2022-01-20,2022-02-08,False
L24961,C24961,Personal,Unsecured,2756000,2408000,48160.0,433440,1926400,11,1733759,1319515,2022-01-20,2022-02-12,False
L24962,C24962,Personal,Unsecured,1983000,1700000,34000.0,306000,1360000,9,1223999,850926,2022-01-20,2022-02-05,False
L24963,C24963,Personal,Unsecured,231000,210000,4200.0,37800,168000,20,95871,88233,2022-01-20,2022-02-05,False
L24964,C24964,Home,Secured,2569000,1970000,39400.0,354600,1576000,33,378915,310951,2022-01-20,2022-01-23,False
L24965,C24965,Auto,Secured,3626000,2983000,59660.0,536940,2386400,22,1245356,977326,2022-01-20,2022-02-12,False
L24966,C24966,Home,Secured,3269000,2663000,53260.0,479340,2130400,37,543692,439491,2022-01-20,2022-02-01,True
L24967,C24967,Home,Secured,5839000,4429000,88580.0,797220,3543200,42,1456146,996481,2022-01-20,2022-02-12,False
L24968,C24968,Home,Secured,9518000,8184000,163680.0,1473120,6547200,30,1466100,1089872,2022-01-20,2022-01-25,False
L24969,C24969,Education,Secured,3904000,3470000,69400.0,624600,2776000,27,899613,876384,2022-01-21,2022-02-16,False
L24970,C24970,Auto,Secured,729000,609000,12180.0,109620,487200,28,399324,239244,2022-01-21,2022-01-23,False
L24971,C24971,Personal,Unsecured,5000000,4745000,94900.0,854100,3796000,22,3416399,5422947,2022-01-21,2022-02-16,False
L24972,C24972,Personal,Unsecured,903000,892000,17840.0,160560,713600,7,558877,261872,2022-01-21,2022-01-27,False
L24973,C24973,Home,Secured,6194000,5378000,107560.0,968040,4302400,42,1498790,884207,2022-01-21,2022-01-30,False
L24974,C24974,Home,Secured,1164000,955000,19100.0,171900,764000,31,155323,149674,2022-01-21,2022-01-30,True
L24975,C24975,Education,Secured,4421000,4094000,81880.0,736920,3275200,59,1261213,804311,2022-01-21,2022-02-01,False
L24976,C24976,Personal,Unsecured,5000000,4730000,94600.0,851400,3784000,11,3405599,3230436,2022-01-21,2022-02-10,False
L24977,C24977,Auto,Secured,882000,782000,15640.0,140760,625600,27,306189,148588,2022-01-21,2022-02-03,False
L24978,C24978,Education,Secured,2779000,2240000,44800.0,403200,1792000,23,1263416,995172,2022-01-21,2022-02-12,False
L24979,C24979,Education,Secured,11257000,9287000,185740.0,1671660,7429600,31,3119134,2732551,2022-01-21,2022-02-10,False
L24980,C24980,Home,Secured,26619000,21403000,428060.0,3852540,17122400,47,4748844,4163176,2022-01-21,2022-01-27,False
L24981,C24981,Home,Secured,2949000,2568000,51360.0,462240,2054400,39,629798,398059,2022-01-21,2022-02-05,False
L24982,C24982,Home,Secured,7128000,7090000,141800.0,1276200,5672000,45,924694,583373,2022-01-21,2022-02-16,False
L24983,C24983,Home,Secured,22824000,21391000,427820.0,3850380,17112800,34,5000000,2781537,2022-01-21,2022-02-15,False
L24984,C24984,Auto,Secured,1238000,1208000,24160.0,217440,966400,22,600445,307012,2022-01-21,2022-02-17,False
L24985,C24985,Home,Secured,1922000,1637000,32740.0,294660,1309600,47,358240,267491,2022-01-21,2022-01-27,False
L24986,C24986,Education,Secured,805000,655000,13100.0,117900,524000,20,364468,243420,2022-01-21,2022-02-17,False
L24987,C24987,Education,Secured,1438000,1166000,23320.0,209880,932800,32,805057,329751,2022-01-21,2022-02-12,False
L24988,C24988,Home,Secured,477000,450000,9000.0,81000,360000,43,88103,60548,2022-01-21,2022-02-16,True
L24989,C24989,Home,Secured,9472000,8161000,163220.0,1468980,6528800,30,1245377,772361,2022-01-21,2022-02-04,False
L24990,C24990,Personal,Unsecured,212000,210000,4200.0,37800,168000,14,151199,108338,2022-01-21,2022-02-11,False
L24991,C24991,Auto,Secured,623000,587000,11740.0,105660,469600,14,288890,169008,2022-01-21,2022-02-10,False
L24992,C24992,Personal,Unsecured,2949000,2665000,53300.0,479700,2132000,19,1592318,1526071,2022-01-21,2022-01-24,False
L24993,C24993,Personal,Unsecured,1424000,1399000,27980.0,251820,1119200,23,828614,623999,2022-01-21,2022-02-20,False
L24994,C24994,Auto,Secured,1241000,899000,17980.0,161820,719200,33,399350,310846,2022-01-21,2022-02-09,False
L24995,C24995,Home,Secured,7182000,5703000,114060.0,1026540,4562400,44,1045387,1040300,2022-01-21,2022-02-03,False
L24996,C24996,Home,Secured,949000,789000,15780.0,142020,631200,27,109498,134194,2022-01-21,2022-01-30,False
L24997,C24997,Home,Secured,5861000,5587000,111740.0,1005660,4469600,41,1094704,613410,2022-01-22,2022-02-17,False
L24998,C24998,Personal,Unsecured,1633000,1260000,25200.0,226800,1008000,13,907199,690072,2022-01-22,2022-02-12,False
L24999,C24999,Education,Secured,4366000,4061000,81220.0,730980,3248800,18,2101688,1262096,2022-01-22,2022-02-13,False
L25000,C25000,Auto,Secured,1324000,1189000,23780.0,214020,951200,28,608596,403276,2022-01-22,2022-02-14,False
L25001,C25001,Home,Secured,4550000,3640000,72800.0,655200,2912000,33,665335,475554,2022-01-22,2022-02-14,False
L25002,C25002,Education,Secured,1635000,1364000,27280.0,245520,1091200,19,628649,221935,2022-01-22,2022-02-14,False
L25003,C25003,Personal,Unsecured,1383000,1277000,25540.0,229860,1021600,14,919439,736976,2022-01-22,2022-02-04,False
L25004,C25004,Personal,Unsecured,345000,287000,5740.0,51660,229600,16,206639,206100,2022-01-22,2022-02-07,False
L25005,C25005,Education,Secured,2860000,2621000,52420.0,471780,2096800,14,1005770,482770,2022-01-22,2022-02-01,False
L25006,C25006,Home,Secured,7759000,7179000,143580.0,1292220,5743200,24,1175761,687054,2022-01-22,2022-01-25,True
L25007,C25007,Home,Secured,11558000,8359000,167180.0,1504620,6687200,36,2394074,1484082,2022-01-22,2022-01-28,False
L25008,C25008,Education,Secured,3663000,3521000,70420.0,633780,2816800,32,998023,589598,2022-01-22,2022-02-03,False
L25009,C25009,Education,Secured,5077000,3998000,79960.0,719640,3198400,16,1257464,1641627,2022-01-22,2022-02-08,True
L25010,C25010,Home,Secured,8167000,6288000,125760.0,1131840,5030400,38,1251751,819687,2022-01-22,2022-02-12,False
L25011,C25011,Personal,Unsecured,261000,217000,4340.0,39060,173600,15,156239,99986,2022-01-22,2022-01-29,False
L25012,C25012,Auto,Secured,4202000,3805000,76100.0,684900,3044000,29,2418993,1447635,2022-01-22,2022-02-15,False
L25013,C25013,Auto,Secured,9330000,8073000,161460.0,1453140,6458400,27,5000000,2223728,2022-01-22,2022-02-18,False
L25014,C25014,Home,Secured,7382000,5654000,113080.0,1017720,4523200,31,1202850,1097984,2022-01-22,2022-02-12,False
L25015,C25015,Personal,Unsecured,2319000,2042000,40840.0,367560,1633600,7,1470239,992702,2022-01-22,2022-02-04,False
L25016,C25016,Home,Secured,18621000,15749000,314980.0,2834820,12599200,38,3388079,1537841,2022-01-22,2022-02-08,False
L25017,C25017,Home,Secured,1086000,1024000,20480.0,184320,819200,40,132733,116585,2022-01-22,2022-01-27,True
L25018,C25018,Auto,Secured,511000,487000,9740.0,87660,389600,20,181607,132461,2022-01-22,2022-02-13,False
L25019,C25019,Personal,Unsecured,2541000,2535000,50700.0,456300,2028000,21,1778813,1327124,2022-01-22,2022-02-12,False
L25020,C25020,Education,Secured,3926000,3172000,63440.0,570960,2537600,20,823638,444539,2022-01-22,2022-02-03,False
L25021,C25021,Education,Secured,9645000,8441000,168820.0,1519380,6752800,24,3205906,1525626,2022-01-22,2022-02-01,True
L25022,C25022,Auto,Secured,2298000,1972000,39440.0,354960,1577600,32,724998,421972,2022-01-22,2022-02-04,False
L25023,C25023,Personal,Unsecured,124000,101000,2020.0,18180,80800,19,72719,77159,2022-01-22,2022-01-24,False
L25024,C25024,Home,Secured,12026000,9384000,187680.0,1689120,7507200,38,2035818,960988,2022-01-23,2022-02-13,True
L25025,C25025,Auto,Secured,958000,939000,18780.0,169020,751200,31,346535,229144,2022-01-23,2022-02-06,False
L25026,C25026,Personal,Unsecured,274000,268000,5360.0,48240,214400,18,192959,65740,2022-01-23,2022-02-01,False
L25027,C25027,Home,Secured,8498000,7662000,153240.0,1379160,6129600,28,1295742,706641,2022-01-23,2022-02-06,False
L25028,C25028,Home,Secured,28789000,22499000,449980.0,4049820,17999200,37,4798031,2602328,2022-01-23,2022-01-26,True
L25029,C25029,Home,Secured,31509000,25754000,515080.0,4635720,20603200,25,5000000,4079763,2022-01-23,2022-02-10,False
L25030,C25030,Education,Secured,6103000,5221000,104420.0,939780,4176800,39,1485004,1240073,2022-01-23,2022-02-11,False
L25031,C25031,Home,Secured,9098000,8224000,164480.0,1480320,6579200,38,898624,826063,2022-01-23,2022-01-31,False
L25032,C25032,Education,Secured,1150000,902000,18040.0,162360,721600,50,330758,179358,2022-01-23,2022-02-07,False
L25033,C25033,Home,Secured,8914000,7933000,158660.0,1427940,6346400,37,1830967,1210864,2022-01-23,2022-01-28,True
L25034,C25034,Home,Secured,13917000,9939000,198780.0,1789020,7951200,26,1601520,1765530,2022-01-23,2022-01-31,False
L25035,C25035,Auto,Secured,10000000,7996000,159920.0,1439280,6396800,13,5000000,3648268,2022-01-23,2022-02-05,False
L25036,C25036,Auto,Secured,4654000,3697000,73940.0,665460,2957600,15,1863328,1239079,2022-01-23,2022-02-01,False
L25037,C25037,Auto,Secured,5314000,3916000,78320.0,704880,3132800,13,1636983,1160378,2022-01-23,2022-02-15,False
L25038,C25038,Home,Secured,7657000,7385000,147700.0,1329300,5908000,44,1120968,652442,2022-01-23,2022-02-21,False
L25039,C25039,Education,Secured,4150000,2918000,58360.0,525240,2334400,58,1547189,946857,2022-01-23,2022-01-26,False
L25040,C25040,Personal,Unsecured,160000,146000,2920.0,26280,116800,16,89073,58580,2022-01-23,2022-02-16,True
L25041,C25041,Auto,Secured,182000,173000,3460.0,31140,138400,28,105826,45072,2022-01-23,2022-02-11,False
L25042,C25042,Auto,Secured,1019000,965000,19300.0,173700,772000,30,400602,285691,2022-01-23,2022-02-17,False
L25043,C25043,Personal,Unsecured,481000,474000,9480.0,85320,379200,10,341279,225977,2022-01-23,2022-01-29,False
L25044,C25044,Home,Secured,12421000,9693000,193860.0,1744740,7754400,25,1937272,1415696,2022-01-23,2022-01-24,False
L25045,C25045,Home,Secured,8587000,6910000,138200.0,1243800,5528000,36,1078068,799964,2022-01-23,2022-01-30,True
L25046,C25046,Home,Secured,18976000,15696000,313920.0,2825280,12556800,35,2638689,1891268,2022-01-23,2022-02-19,False
L25047,C25047,Personal,Unsecured,2995000,2958000,59160.0,532440,2366400,9,2129759,1506588,2022-01-23,2022-02-20,False
L25048,C25048,Personal,Unsecured,170000,160000,3200.0,28800,128000,17,115199,75315,2022-01-23,2022-01-29,False
L25049,C25049,Personal,Unsecured,1259000,1248000,24960.0,224640,998400,15,898559,486776,2022-01-23,2022-02-13,False
L25050,C25050,Auto,Secured,3005000,2477000,49540.0,445860,1981600,20,1149019,857349,2022-01-23,2022-02-19,False
L25051,C25051,Home,Secured,2873000,2770000,55400.0,498600,2216000,25,559247,232040,2022-01-23,2022-02-15,False
L25052,C25052,Personal,Unsecured,2444000,1977000,39540.0,355860,1581600,18,1423439,1025010,2022-01-24,2022-01-31,False
L25053,C25053,Personal,Unsecured,1436000,1177000,23540.0,211860,941600,21,801362,813647,2022-01-24,2022-02-14,False
L25054,C25054,Education,Secured,8115000,7651000,153020.0,1377180,6120800,27,2315891,1910199,2022-01-24,2022-02-15,False
L25055,C25055,Personal,Unsecured,1111000,784000,15680.0,141120,627200,18,564479,363241,2022-01-24,2022-02-10,False
L25056,C25056,Auto,Secured,2775000,2072000,41440.0,372960,1657600,31,941693,653104,2022-01-24,2022-02-06,True
L25057,C25057,Home,Secured,2311000,2181000,43620.0,392580,1744800,32,242587,209698,2022-01-24,2022-01-26,False
L25058,C25058,Auto,Secured,6567000,5958000,119160.0,1072440,4766400,30,2814212,1846120,2022-01-24,2022-02-21,False
L25059,C25059,Personal,Unsecured,536000,403000,8060.0,72540,322400,6,290159,309368,2022-01-24,2022-02-06,False
L25060,C25060,Personal,Unsecured,1829000,1641000,32820.0,295380,1312800,9,1181519,1364649,2022-01-24,2022-02-11,False
L25061,C25061,Personal,Unsecured,1897000,1332000,26640.0,239760,1065600,6,959039,1359805,2022-01-24,2022-02-01,False
L25062,C25062,Home,Secured,21404000,20640000,412800.0,3715200,16512000,46,3207834,2517695,2022-01-24,2022-02-20,True
L25063,C25063,Personal,Unsecured,770000,607000,12140.0,109260,485600,12,395567,227146,2022-01-24,2022-02-08,False
L25064,C25064,Personal,Unsecured,2384000,2050000,41000.0,369000,1640000,8,1475999,1192607,2022-01-24,2022-02-07,False
L25065,C25065,Education,Secured,489000,399000,7980.0,71820,319200,28,125122,107244,2022-01-24,2022-02-20,False
L25066,C25066,Education,Secured,12124000,9398000,187960.0,1691640,7518400,27,3473114,2852389,2022-01-24,2022-02-11,False
L25067,C25067,Personal,Unsecured,900000,692000,13840.0,124560,553600,14,498239,465855,2022-01-24,2022-02-18,False
L25068,C25068,Personal,Unsecured,5000000,3737000,74740.0,672660,2989600,8,2690639,1978538,2022-01-24,2022-01-31,False
L25069,C25069,Education,Secured,1498000,1331000,26620.0,239580,1064800,54,384674,311894,2022-01-24,2022-02-19,False
L25070,C25070,Personal,Unsecured,2275000,1594000,31880.0,286920,1275200,8,1147679,977884,2022-01-24,2022-02-22,False
L25071,C25071,Home,Secured,4599000,3661000,73220.0,658980,2928800,31,1088189,417521,2022-01-24,2022-01-25,False
L25072,C25072,Auto,Secured,7304000,6529000,130580.0,1175220,5223200,15,3041676,2422279,2022-01-24,2022-02-23,False
L25073,C25073,Home,Secured,4400000,4063000,81260.0,731340,3250400,34,754122,572976,2022-01-24,2022-01-27,False
L25074,C25074,Auto,Secured,2474000,1792000,35840.0,322560,1433600,30,747604,772345,2022-01-24,2022-01-30,False
L25075,C25075,Personal,Unsecured,337000,284000,5680.0,51120,227200,20,204479,89428,2022-01-24,2022-02-06,False
L25076,C25076,Personal,Unsecured,1753000,1564000,31280.0,281520,1251200,15,1110984,1065398,2022-01-24,2022-02-19,True
L25077,C25077,Personal,Unsecured,1126000,961000,19220.0,172980,768800,14,672586,600761,2022-01-24,2022-02-01,False
L25078,C25078,Home,Secured,11635000,9448000,188960.0,1700640,7558400,28,1588270,1874050,2022-01-24,2022-02-22,False
L25079,C25079,Personal,Unsecured,3969000,3721000,74420.0,669780,2976800,21,2679119,2168746,2022-01-25,2022-02-21,False
L25080,C25080,Education,Secured,348000,292000,5840.0,52560,233600,39,122102,78321,2022-01-25,2022-02-12,False
L25081,C25081,Home,Secured,6231000,5363000,107260.0,965340,4290400,43,660943,634353,2022-01-25,2022-02-22,False
L25082,C25082,Auto,Secured,2086000,1468000,29360.0,264240,1174400,28,1056959,485996,2022-01-25,2022-02-17,False
L25083,C25083,Education,Secured,20000000,17543000,350860.0,3157740,14034400,13,4447515,5501337,2022-01-25,2022-02-11,False
L25084,C25084,Home,Secured,3071000,2803000,56060.0,504540,2242400,41,655362,430031,2022-01-25,2022-02-05,False
L25085,C25085,Auto,Secured,244000,243000,4860.0,43740,194400,12,123148,76053,2022-01-25,2022-01-29,False
L25086,C25086,Personal,Unsecured,1326000,996000,19920.0,179280,796800,17,717119,726200,2022-01-25,2022-02-18,False
L25087,C25087,Auto,Secured,1223000,1182000,23640.0,212760,945600,17,613069,251706,2022-01-25,2022-02-03,False
L25088,C25088,Auto,Secured,3212000,2399000,47980.0,431820,1919200,30,1727279,858968,2022-01-25,2022-02-17,False
L25089,C25089,Personal,Unsecured,2223000,1659000,33180.0,298620,1327200,9,995328,599555,2022-01-25,2022-02-17,False
L25090,C25090,Personal,Unsecured,1666000,1417000,28340.0,255060,1133600,20,1020239,794625,2022-01-25,2022-02-20,False
L25091,C25091,Home,Secured,3940000,3105000,62100.0,558900,2484000,46,526056,483300,2022-01-25,2022-02-16,False
L25092,C25092,Personal,Unsecured,521000,472000,9440.0,84960,377600,17,339839,212418,2022-01-25,2022-02-14,False
L25093,C25093,Home,Secured,12382000,12191000,243820.0,2194380,9752800,48,2361176,1766441,2022-01-25,2022-02-03,True
L25094,C25094,Personal,Unsecured,715000,628000,12560.0,113040,502400,19,412466,290420,2022-01-25,2022-01-31,False
L25095,C25095,Auto,Secured,959000,711000,14220.0,127980,568800,15,471043,400748,2022-01-25,2022-01-27,False
L25096,C25096,Home,Secured,8001000,7800000,156000.0,1404000,6240000,42,1695896,839519,2022-01-25,2022-02-18,False
L25097,C25097,Home,Secured,3975000,2872000,57440.0,516960,2297600,44,625688,402772,2022-01-25,2022-02-09,True
L25098,C25098,Personal,Unsecured,1034000,769000,15380.0,138420,615200,23,553679,626223,2022-01-25,2022-02-07,False
L25099,C25099,Personal,Unsecured,1800000,1758000,35160.0,316440,1406400,10,988727,727972,2022-01-25,2022-01-30,False
L25100,C25100,Education,Secured,7167000,6994000,139880.0,1258920,5595200,56,2134236,1381099,2022-01-25,2022-01-26,False
L25101,C25101,Education,Secured,787000,599000,11980.0,107820,479200,53,255848,235728,2022-01-25,2022-02-18,True
L25102,C25102,Personal,Unsecured,727000,685000,13700.0,123300,548000,12,410333,205233,2022-01-25,2022-01-26,False
L25103,C25103,Home,Secured,2322000,2258000,45160.0,406440,1806400,45,407466,331501,2022-01-25,2022-02-21,False
L25104,C25104,Education,Secured,749000,721000,14420.0,129780,576800,51,254185,188340,2022-01-25,2022-01-27,False
L25105,C25105,Home,Secured,47298000,40853000,817060.0,7353540,32682400,35,5000000,3319611,2022-01-25,2022-02-11,False
L25106,C25106,Home,Secured,13727000,11055000,221100.0,1989900,8844000,48,1856098,1604331,2022-01-26,2022-02-17,True
L25107,C25107,Personal,Unsecured,3445000,2988000,59760.0,537840,2390400,20,2122796,1040266,2022-01-26,2022-02-21,False
L25108,C25108,Education,Secured,6247000,5879000,117580.0,1058220,4703200,41,2129532,1348158,2022-01-26,2022-02-04,False
L25109,C25109,Personal,Unsecured,1626000,1374000,27480.0,247320,1099200,18,989279,909036,2022-01-26,2022-01-28,False
L25110,C25110,Home,Secured,7651000,7111000,142220.0,1279980,5688800,35,1435472,1313685,2022-01-26,2022-01-30,False
L25111,C25111,Auto,Secured,4007000,3015000,60300.0,542700,2412000,12,2170799,1611912,2022-01-26,2022-02-22,False
L25112,C25112,Education,Secured,3701000,3330000,66600.0,599400,2664000,42,1179397,828502,2022-01-26,2022-02-06,True
L25113,C25113,Home,Secured,11256000,10776000,215520.0,1939680,8620800,25,2471193,1142779,2022-01-26,2022-02-25,False
L25114,C25114,Education,Secured,2278000,1920000,38400.0,345600,1536000,43,567606,636532,2022-01-26,2022-02-16,False
L25115,C25115,Home,Secured,1968000,1666000,33320.0,299880,1332800,42,349059,216128,2022-01-26,2022-02-21,True
L25116,C25116,Personal,Unsecured,1889000,1729000,34580.0,311220,1383200,16,931868,527988,2022-01-26,2022-02-22,False
L25117,C25117,Home,Secured,7996000,6754000,135080.0,1215720,5403200,41,964620,978845,2022-01-26,2022-02-20,False
L25118,C25118,Personal,Unsecured,569000,551000,11020.0,99180,440800,13,396719,298298,2022-01-26,2022-01-28,False
L25119,C25119,Personal,Unsecured,896000,650000,13000.0,117000,520000,17,467999,393721,2022-01-26,2022-02-10,False
L25120,C25120,Auto,Secured,1248000,1108000,22160.0,199440,886400,12,775140,410360,2022-01-26,2022-02-23,False
L25121,C25121,Education,Secured,2779000,2111000,42220.0,379980,1688800,29,799244,802592,2022-01-26,2022-02-10,False
L25122,C25122,Personal,Unsecured,2123000,1581000,31620.0,284580,1264800,10,1138319,688686,2022-01-26,2022-02-11,False
L25123,C25123,Education,Secured,1316000,1099000,21980.0,197820,879200,15,524068,182299,2022-01-26,2022-02-10,False
L25124,C25124,Home,Secured,1145000,1011000,20220.0,181980,808800,41,162294,75148,2022-01-26,2022-01-29,False
L25125,C25125,Auto,Secured,2778000,2596000,51920.0,467280,2076800,30,1790171,688428,2022-01-26,2022-02-14,False
L25126,C25126,Personal,Unsecured,744000,552000,11040.0,99360,441600,12,357041,192951,2022-01-26,2022-02-18,False
L25127,C25127,Personal,Unsecured,678000,538000,10760.0,96840,430400,20,387359,352498,2022-01-26,2022-02-07,False
L25128,C25128,Personal,Unsecured,248000,246000,4920.0,44280,196800,8,177119,180373,2022-01-26,2022-02-22,False
L25129,C25129,Home,Secured,7461000,6070000,121400.0,1092600,4856000,48,1360642,866260,2022-01-26,2022-02-24,False
L25130,C25130,Home,Secured,2366000,2138000,42760.0,384840,1710400,33,505393,182078,2022-01-26,2022-01-28,False
L25131,C25131,Auto,Secured,2823000,2543000,50860.0,457740,2034400,12,1604933,999859,2022-01-26,2022-02-16,False
L25132,C25132,Personal,Unsecured,5000000,4424000,88480.0,796320,3539200,18,3185279,4610440,2022-01-26,2022-02-07,False
L25133,C25133,Home,Secured,3566000,3260000,65200.0,586800,2608000,36,510720,432229,2022-01-26,2022-02-18,False
L25134,C25134,Personal,Unsecured,1989000,1739000,34780.0,313020,1391200,18,1000621,618973,2022-01-27,2022-01-29,False
L25135,C25135,Home,Secured,7099000,6411000,128220.0,1153980,5128800,33,1772035,620368,2022-01-27,2022-02-21,False
L25136,C25136,Home,Secured,1536000,1332000,26640.0,239760,1065600,32,431887,220574,2022-01-27,2022-02-01,False
L25137,C25137,Education,Secured,10546000,9232000,184640.0,1661760,7385600,13,4424730,1924214,2022-01-27,2022-02-22,False
L25138,C25138,Auto,Secured,1648000,1179000,23580.0,212220,943200,21,779191,292019,2022-01-27,2022-02-17,False
L25139,C25139,Home,Secured,1451000,1145000,22900.0,206100,916000,33,350644,228883,2022-01-27,2022-02-10,False
L25140,C25140,Personal,Unsecured,541000,531000,10620.0,95580,424800,6,367317,241359,2022-01-27,2022-02-05,False
L25141,C25141,Personal,Unsecured,2351000,2329000,46580.0,419220,1863200,7,1117878,1110506,2022-01-27,2022-02-09,False
L25142,C25142,Auto,Secured,2264000,1904000,38080.0,342720,1523200,34,1223044,754527,2022-01-27,2022-02-04,False
L25143,C25143,Personal,Unsecured,1630000,1471000,29420.0,264780,1176800,7,1059119,979088,2022-01-27,2022-02-23,False
L25144,C25144,Auto,Secured,3185000,3073000,61460.0,553140,2458400,18,983805,759867,2022-01-27,2022-02-14,False
L25145,C25145,Education,Secured,6489000,4938000,98760.0,888840,3950400,18,1613751,1013734,2022-01-27,2022-02-13,False
L25146,C25146,Home,Secured,7065000,6337000,126740.0,1140660,5069600,29,1298590,917647,2022-01-27,2022-02-21,False
L25147,C25147,Personal,Unsecured,2114000,1826000,36520.0,328680,1460800,17,1314719,1267137,2022-01-27,2022-02-04,False
L25148,C25148,Education,Secured,1555000,1489000,29780.0,268020,1191200,59,527313,365375,2022-01-27,2022-02-11,False
L25149,C25149,Personal,Unsecured,2161000,1646000,32920.0,296280,1316800,9,1185119,1361925,2022-01-27,2022-02-18,False
L25150,C25150,Home,Secured,3716000,2615000,52300.0,470700,2092000,43,629254,271159,2022-01-27,2022-02-23,True
L25151,C25151,Education,Secured,3014000,2405000,48100.0,432900,1924000,24,1178625,521470,2022-01-27,2022-02-11,False
L25152,C25152,Personal,Unsecured,3581000,2746000,54920.0,494280,2196800,16,1609566,1146360,2022-01-27,2022-02-11,True
L25153,C25153,Auto,Secured,4343000,4295000,85900.0,773100,3436000,18,2949957,1861287,2022-01-27,2022-02-24,True
L25154,C25154,Auto,Secured,2963000,2652000,53040.0,477360,2121600,12,1051159,1075435,2022-01-27,2022-01-29,False
L25155,C25155,Auto,Secured,2598000,2206000,44120.0,397080,1764800,31,912153,661028,2022-01-27,2022-02-17,False
L25156,C25156,Home,Secured,20321000,16298000,325960.0,2933640,13038400,31,4324691,1954720,2022-01-27,2022-02-13,False
L25157,C25157,Home,Secured,13956000,12803000,256060.0,2304540,10242400,48,1878538,1690692,2022-01-27,2022-01-29,False
L25158,C25158,Education,Secured,6049000,5486000,109720.0,987480,4388800,41,1938240,1399123,2022-01-27,2022-02-06,False
L25159,C25159,Auto,Secured,857000,800000,16000.0,144000,640000,27,442200,313318,2022-01-27,2022-01-28,False
L25160,C25160,Home,Secured,887000,753000,15060.0,135540,602400,24,87755,52636,2022-01-27,2022-02-02,True
L25161,C25161,Personal,Unsecured,1489000,1295000,25900.0,233100,1036000,14,704417,856922,2022-01-28,2022-02-16,False
L25162,C25162,Home,Secured,11050000,8185000,163700.0,1473300,6548000,37,1417535,1038949,2022-01-28,2022-02-03,False
L25163,C25163,Home,Secured,7468000,5812000,116240.0,1046160,4649600,33,1540432,896331,2022-01-28,2022-01-31,False
L25164,C25164,Personal,Unsecured,3115000,2793000,55860.0,502740,2234400,6,2010959,1999216,2022-01-28,2022-02-17,False
L25165,C25165,Home,Secured,7069000,6967000,139340.0,1254060,5573600,31,1223695,1178923,2022-01-28,2022-02-01,False
L25166,C25166,Personal,Unsecured,919000,677000,13540.0,121860,541600,7,487439,471635,2022-01-28,2022-01-29,False
L25167,C25167,Auto,Secured,3278000,3103000,62060.0,558540,2482400,19,1438950,872954,2022-01-28,2022-02-06,False
L25168,C25168,Education,Secured,660000,612000,12240.0,110160,489600,16,264009,100101,2022-01-28,2022-02-18,False
L25169,C25169,Home,Secured,14971000,14476000,289520.0,2605680,11580800,26,2372315,1670033,2022-01-28,2022-02-06,False
L25170,C25170,Personal,Unsecured,550000,535000,10700.0,96300,428000,12,385199,253823,2022-01-28,2022-02-13,False
L25171,C25171,Auto,Secured,2160000,1873000,37460.0,337140,1498400,25,815643,802513,2022-01-28,2022-02-17,False
L25172,C25172,Education,Secured,5419000,4081000,81620.0,734580,3264800,35,1999322,1528656,2022-01-28,2022-02-05,False
L25173,C25173,Home,Secured,7298000,6729000,134580.0,1211220,5383200,39,960849,977782,2022-01-28,2022-01-29,False
L25174,C25174,Home,Secured,3898000,3775000,75500.0,679500,3020000,44,558473,251336,2022-01-28,2022-01-31,False
L25175,C25175,Education,Secured,1720000,1214000,24280.0,218520,971200,48,444751,409264,2022-01-28,2022-02-23,False
L25176,C25176,Education,Secured,1520000,1414000,28280.0,254520,1131200,36,301184,379500,2022-01-28,2022-02-18,False
L25177,C25177,Auto,Secured,706000,555000,11100.0,99900,444000,17,269103,189880,2022-01-28,2022-02-12,False
L25178,C25178,Personal,Unsecured,5000000,4183000,83660.0,752940,3346400,21,3011759,3464020,2022-01-28,2022-02-23,False
L25179,C25179,Personal,Unsecured,649000,638000,12760.0,114840,510400,20,459359,300959,2022-01-28,2022-02-25,False
L25180,C25180,Home,Secured,1506000,1059000,21180.0,190620,847200,35,291584,166875,2022-01-28,2022-02-02,False
L25181,C25181,Home,Secured,9297000,8228000,164560.0,1481040,6582400,39,2071187,833575,2022-01-28,2022-02-27,True
L25182,C25182,Personal,Unsecured,172000,123000,2460.0,22140,98400,13,88559,91173,2022-01-28,2022-02-02,False
L25183,C25183,Home,Secured,433000,338000,6760.0,60840,270400,40,66302,39216,2022-01-28,2022-02-11,True
